SetId,LogDim
0,3.68278564213801
1,3.6375861597263857
2,3.8501476017100584
3,2.694065363963733
4,3.7947431054627248
5,2.669067099702586
6,3.574478899886718
7,2.302585092994046
8,2.787844278626615
9,3.6943958394071625
10,3.7773330210339386
11,3.5613736520045403
12,3.621703983173373
13,2.324106578131625
14,3.9318256327243257
15,1.0986122886681098
16,3.8918202981106265
17,3.3791598465306776
18,3.8501476017100584
19,3.7067837463804634
20,1.0986122886681098
21,3.475215933629196
22,3.484316471282164
23,2.9444389791664403
24,3.295836866004329
25,3.8501476017100584
26,3.784189633918261
27,3.3452137900217926
28,3.3572407267442586
29,2.9612149899118876
30,3.122038764038341
31,3.6831313487309716
32,3.101142408249511
33,3.5553480614894135
34,3.871201010907891
35,3.6024951077819694
36,1.2737304287185087
37,2.509199488874344
38,3.8501476017100584
39,3.571092127525767
40,3.7906520059799456
41,3.8343512027839
42,3.447798598311302
43,3.946308079405979
44,3.695563654894357
45,2.6390573296152584
46,2.4180731821564985
47,3.597619629768859
48,3.4339872044851463
49,3.6888794541139363
50,0.6931471805599453
51,1.3862943611198906
52,2.0794415416798357
53,1.9819257460893713
54,3.4339872044851463
55,3.784189633918261
56,2.3358632306538967
57,3.9379137261100494
58,3.8575797496718227
59,1.6094379124341003
60,3.7313027681228936
61,3.7612001156935624
62,3.9213795164512315
63,3.812665613168982
64,3.7684917794864887
65,2.878550371309554
66,3.8501476017100584
67,3.6319532193354025
68,3.7680708748612206
69,3.0605678089353443
70,3.548486049911853
71,1.3086842999022452
72,1.2153848657273263
73,1.791759469228055
74,2.4849066497880004
75,3.5040386021321783
76,3.828641396489095
77,3.713572066704308
78,3.777786925053267
79,3.6888794541139363
80,3.9318256327243257
81,3.9194885750610418
82,3.6487973902449444
83,3.6888794541139363
84,3.838258750523896
85,2.772588722239781
86,2.27220638384176
87,3.784189633918261
88,2.302585092994046
89,1.8515871433225248
90,2.302585092994046
91,2.278051081740613
92,1.737783393304602
93,3.784189633918261
94,2.151277196495467
95,1.837918148055486
96,3.229759206926736
97,3.5127579522098173
98,3.8771472310842294
99,1.230352104568808
100,3.784189633918261
101,1.3330043905351248
102,2.1628694967394884
103,3.822492353235083
104,3.912023005428146
105,3.624629263845049
106,3.6518258594239734
107,3.713572066704308
108,1.8429030331148086
109,3.347194006065098
110,1.9070739261391358
111,3.5193080399916843
112,3.4965075614664802
113,3.843887938672852
114,3.2018309341754985
115,3.6304218162041795
116,2.2205704298643125
117,3.5263605246161616
118,3.8066624897703196
119,3.828641396489095
120,2.0794415416798357
121,3.6888794541139363
122,3.725708693807083
123,0.0
124,3.069734922717007
125,3.6375861597263857
126,3.5553480614894135
127,2.70805020110221
128,3.775265708244173
129,0.6931471805599453
130,2.8903717578961645
131,3.5361963462824035
132,1.9865731960725783
133,3.4339872044851463
134,3.044522437723423
135,3.7376696182833684
136,3.82266050091747
137,3.5263605246161616
138,3.9020740886797363
139,3.752750472735068
140,3.8778131480123097
141,3.044522437723423
142,3.6635616461296463
143,2.772588722239781
144,3.7612001156935624
145,3.58351893845611
146,2.2398852890347993
147,3.4339872044851463
148,3.258096538021482
149,3.2740318008173395
150,3.871201010907891
151,3.574549246410013
152,1.848588011612018
153,3.8918202981106265
154,1.909596225966079
155,3.7243973991515724
156,3.784189633918261
157,2.772588722239781
158,3.784189633918261
159,2.6554944461547065
160,3.970291913552122
161,2.436000185448994
162,2.2277774512530417
163,0.6931471805599453
164,2.918558411179048
165,3.7612001156935624
166,2.5649493574615367
167,3.1184558858786047
168,3.713572066704308
169,1.9459101490553132
170,2.98446804939973
171,3.903228674494624
172,3.0313069283210203
173,3.7612001156935624
174,3.7612001156935624
175,3.1453783835131572
176,3.367295829986474
177,0.0
178,3.8150862623708126
179,3.4965075614664802
180,3.58351893845611
181,2.3379318676044116
182,3.871201010907891
183,3.8331952142966115
184,3.1918963994520335
185,3.4011973816621555
186,3.7241785379979677
187,3.5652835188720795
188,3.9512437185814275
189,3.1354942159291497
190,2.427241558274192
191,3.7612001156935624
192,3.8609971222337958
193,3.4965075614664802
194,3.788851234992113
195,2.541560409906508
196,3.676538360826994
197,2.655410180070404
198,2.4849066497880004
199,3.5894883504716497
