SetId,LogDim
0,3.699474794956241
1,3.3508823084272517
2,3.7475079715321655
3,2.9923158623096535
4,3.7646953663538922
5,3.155533582668988
6,3.4846746783089673
7,2.456443350468432
8,3.0124188845652746
9,3.59683976383929
10,3.5870725098534364
11,3.672048740351532
12,3.7301038720153166
13,2.278676022873629
14,3.777840482650644
15,1.0692454040472148
16,3.615479137656129
17,3.4019018175302516
18,3.7139087367155006
19,3.7240521587138287
20,1.0311200183806553
21,3.5621587235463057
22,3.6261549960786343
23,2.9737898907911893
24,3.438306399631826
25,3.6607443930313495
26,3.56756020278166
27,3.584599644863459
28,3.351413129141171
29,3.359154804198456
30,3.2267975176534383
31,3.571256681900389
32,3.1642786067297775
33,3.5445639186670563
34,3.7503987967783514
35,3.633415884227484
36,1.3299387795360311
37,2.972698225090375
38,3.6963736820048463
39,3.4289422000365124
40,3.650669833606822
41,3.6339965557564424
42,3.4969067692922975
43,3.7532335188828183
44,3.5491053657966063
45,2.8945765368257743
46,2.8907802152242765
47,3.5052699162705276
48,3.5394629537208306
49,3.6943177979451813
50,0.7211536292692207
51,1.3611133520832026
52,2.1319618524745887
53,2.1018880636432002
54,3.404443628290425
55,3.4740654672967324
56,2.752477506078066
57,3.7066850777859046
58,3.714310077438396
59,1.3893924803679585
60,3.624137542327564
61,3.729730117530656
62,3.7658310562376953
63,3.692033954253485
64,3.613886253238698
65,2.9982720381890458
66,3.648485353082278
67,3.627507130827432
68,3.653292422806827
69,3.1633745466040435
70,3.576027710969061
71,1.3286395624717737
72,1.0409123369520443
73,1.7146483952179998
74,2.304866369277079
75,3.6303144243569285
76,3.7884661675343785
77,3.7452939042864513
78,3.7027740214939877
79,3.538275067418327
80,3.7193724701230333
81,3.6663968376847027
82,3.5216673397493508
83,3.634037207575838
84,3.6092874851576253
85,3.08729606638298
86,2.1883615159493908
87,3.7386132690830163
88,2.558703500205436
89,1.9395942115655331
90,2.1880994400256615
91,2.3754840016914183
92,1.6541681119506597
93,3.782902554880553
94,2.553276048393124
95,1.5887926388651616
96,3.549546005038601
97,3.62939171157423
98,3.6235316061969747
99,1.3471502486495044
100,3.6749821997053096
101,1.2948966580014079
102,2.1793705770670098
103,3.6795188410963147
104,3.6794719483254497
105,3.5007965635867295
106,3.64246545388627
107,3.5921783770903297
108,1.8856378292233205
109,3.538248668108842
110,2.541658291043827
111,3.5167258930526537
112,3.3908794206968524
113,3.6574731284959503
114,3.4771260819558334
115,3.6236064888752892
116,2.3938977205505476
117,3.49700460591263
118,3.791874067746456
119,3.785307830151996
120,2.0403326699774462
121,3.7462316847887256
122,3.5870490223175104
123,-0.006330466150937002
124,3.305061792257526
125,3.6221115857402886
126,3.4859774799463907
127,2.874332743685295
128,3.7167145004215723
129,0.7240743003094795
130,3.149965129777459
131,3.66790728385762
132,2.0734299659516036
133,3.4678156763195105
134,3.3721340702284626
135,3.4183161693516895
136,3.57140520196549
137,3.6546980436260648
138,3.758391198342827
139,3.661823980803363
140,3.7626018766710185
141,3.2780247080649194
142,3.669622261310827
143,2.8943574227267934
144,3.738334039002425
145,3.556933692408689
146,2.7394666716425666
147,3.4696015024021287
148,3.309133437321059
149,3.5415810826380167
150,3.59578551240964
151,3.6599812220799315
152,2.03310288759251
153,3.5507516533392756
154,1.9188337401970408
155,3.7003931869302202
156,3.784829945419358
157,3.0803171712516133
158,3.683897656981523
159,2.7934833779712736
160,3.783440083476706
161,2.482084883106482
162,2.5825162340045003
163,0.7139679232674033
164,3.1262708831729755
165,3.6293145419752517
166,2.696681376633068
167,3.3363696088868515
168,3.626460070817923
169,2.1136809086700517
170,3.2928353414575477
171,3.709344369834096
172,3.3114928397225407
173,3.52887575812131
174,3.606782050620886
175,3.278154893310685
176,3.3838000845613085
177,-0.0065990584107057
178,3.612034348880332
179,3.457534803584896
180,3.4330307382741907
181,2.6329854433310507
182,3.7313185194853387
183,3.698836664551922
184,3.4313192728151463
185,3.5397790331178274
186,3.732041532219378
187,3.5835974538782196
188,3.659082566749559
189,3.318130768677885
190,2.912097416540141
191,3.6180332919698066
192,3.666455404006049
193,3.666198920666133
194,3.7595029943130513
195,2.278089952207738
196,3.4580142075672327
197,2.9522347531980664
198,2.519835604817848
199,3.521745843892507
