SetId,LogDim
0,3.6856505880919808
1,3.404899503456779
2,3.8039923349230285
3,2.9243794077636838
4,3.66578237332044
5,3.0067423092992454
6,3.48665116115659
7,2.266677973746409
8,2.6963355367687587
9,3.761397686688182
10,3.7537905114871384
11,3.642208307688016
12,3.6892656307693183
13,2.4554761001572647
14,3.6304273641188685
15,1.0422996260833162
16,3.6798856623614506
17,3.4289089407590456
18,3.722759138959844
19,3.764778624709394
20,1.1047369692573668
21,3.6282852421201954
22,3.6530996259200728
23,2.8735833704705964
24,3.2922014045964723
25,3.7134159563179887
26,3.5038708602504673
27,3.5917086395847733
28,3.308341368468326
29,3.0542906062732444
30,3.2402676139216045
31,3.5727973433992135
32,3.1461527098978723
33,3.5350713662526783
34,3.7976541201065293
35,3.653683723429967
36,1.2804987742660596
37,2.7399899003481174
38,3.649195653285516
39,3.384850329869327
40,3.7832349869953545
41,3.6985913210566728
42,3.457178064959142
43,3.6374120506738365
44,3.5751006133248304
45,2.654358634171819
46,2.650375373872177
47,3.611609435542461
48,3.4943240916126066
49,3.644842548052271
50,0.690780829203912
51,1.3595570187066053
52,1.9412505929409263
53,2.110785690459699
54,3.377505947709577
55,3.728905585029503
56,2.5647644706535115
57,3.7611982783408915
58,3.7930378275395293
59,1.42254426148714
60,3.658941996542362
61,3.706149208449139
62,3.8222626599053897
63,3.6416776917721845
64,3.626739295138414
65,2.916907571445553
66,3.8177932876605185
67,3.6257889245656996
68,3.7461501805969992
69,3.1949634642612987
70,3.4528535234715223
71,1.356598027220858
72,1.1326621365832499
73,1.7582099708525054
74,2.2391848507378014
75,3.692280343891388
76,3.745946253090217
77,3.7411301131413848
78,3.791204458322257
79,3.6682605711403817
80,3.721557378638416
81,3.8082916110504073
82,3.5654460984605065
83,3.5649228589214386
84,3.7800233046510066
85,2.761520215716856
86,2.0815399154277086
87,3.7466023097355117
88,2.437335533790383
89,1.981078567040043
90,2.158488376388249
91,2.238193347592507
92,1.5635001197878604
93,3.8271582895375684
94,2.3859797319661067
95,1.6571311698215785
96,3.453436753198602
97,3.558637805516872
98,3.8552610377869194
99,1.377010911862518
100,3.6172799152211916
101,1.3253757471249938
102,2.1964841067826106
103,3.6201906572766167
104,3.825779104768745
105,3.567265527039686
106,3.5609437629931557
107,3.611318982681202
108,1.9702776638637851
109,3.543806265282551
110,2.594762032712042
111,3.566135876268423
112,3.556051069106479
113,3.737249294398389
114,3.4333778884485935
115,3.4778578547234624
116,2.2466015191534505
117,3.6561621668606925
118,3.782855956097065
119,3.7040169544054216
120,1.9141398854257623
121,3.780207620548234
122,3.7509729849777553
123,-0.007698559777267636
124,3.305984030632243
125,3.604246917761125
126,3.4484818452980694
127,2.8165161046002694
128,3.644688071251123
129,0.6485734409591102
130,2.963356974462829
131,3.3736504704921675
132,2.122198885130072
133,3.3548862872693626
134,3.1499520376662744
135,3.8142483452332403
136,3.5659672766947383
137,3.565121714768022
138,3.723948157275022
139,3.6628908745516893
140,3.8652252140553203
141,3.3751095856932305
142,3.7440173397066836
143,2.7417152864038994
144,3.651272107190107
145,3.610495160308604
146,2.4030553223165736
147,3.487784528578774
148,3.234759694886741
149,3.4412839497035903
150,3.767069071374481
151,3.6601002742122484
152,2.0314017737270738
153,3.5464266439272416
154,1.9755995723568933
155,3.720085294921902
156,3.668133678824355
157,3.0267298800317683
158,3.7715476470671017
159,2.977801397872115
160,3.880074954928842
161,2.4896010003026237
162,2.4832984397702353
163,0.71152443477742
164,2.9549130489213797
165,3.6325180341730308
166,2.986189043417182
167,3.159329877138122
168,3.608882661302207
169,2.0033178122443562
170,3.1133819884125074
171,3.77772896400877
172,3.1897475685036527
173,3.7685143656726563
174,3.626309134507774
175,2.9219235215467294
176,3.447642238606257
177,-0.007973371998589525
178,3.7242851781175283
179,3.37149137664553
180,3.593287446435213
181,2.501777180871024
182,3.780767802011215
183,3.7958831320242306
184,3.2673850308655323
185,3.2728242392565843
186,3.746754605134146
187,3.6120908913185
188,3.721475728673226
189,3.3724829129268485
190,2.753499633677297
191,3.6964380563207357
192,3.656491431874972
193,3.5547343590603453
194,3.5993444475928724
195,2.2910511417108994
196,3.5603004237107205
197,3.0156831309249554
198,2.309073259882011
199,3.652571721048547
