SetId,LogDim
0,3.741055003098673
1,3.5836689531075554
2,3.8280808245240365
3,2.9142634771699116
4,3.675306794150328
5,2.9980684508898405
6,3.493643368440625
7,2.4581523306182533
8,2.9027871327375467
9,3.661089003056687
10,3.777045543262243
11,3.462271832874168
12,3.698394760550944
13,2.381742766496607
14,3.7803920652049796
15,1.117895813955923
16,3.7535673091483326
17,3.293783409479298
18,3.568878798461027
19,3.7220669912894095
20,1.1174820409287
21,3.4823431755002456
22,3.736922744916204
23,2.873211210582605
24,3.3931940637150264
25,3.769435840544561
26,3.6060014775796403
27,3.516087476610034
28,3.4475704430824603
29,3.2770644874833823
30,3.066175344237986
31,3.4794350141369
32,3.1950438592264114
33,3.530604559913668
34,3.7784975430058716
35,3.6446222937188737
36,1.4074099238298867
37,2.868644183853568
38,3.829839299222171
39,3.4236609869950887
40,3.5594054814499443
41,3.674416185573535
42,3.5490583652784884
43,3.7717746328086634
44,3.50061622462029
45,2.6695920324277918
46,2.8390631770442494
47,3.543719868969758
48,3.6386198763714823
49,3.5896055931670503
50,0.7377678534693455
51,1.4330464036280048
52,2.142870890927091
53,1.9700614360748243
54,3.5303442363449995
55,3.6916451470461977
56,2.651447242325058
57,3.661324743067585
58,3.6666272615666675
59,1.4760150586772136
60,3.6885170488270513
61,3.8299746311954643
62,3.7824906087565577
63,3.585642947110784
64,3.610308057023343
65,3.0467893828131083
66,3.820712558276685
67,3.6191189524173653
68,3.7041003926103677
69,3.1973081271659
70,3.495549217299216
71,1.3674366399029607
72,1.1462797864494065
73,1.8230139169766861
74,2.1635966416030628
75,3.541845261671818
76,3.8246560479290466
77,3.6744245137687614
78,3.701551500237665
79,3.6363538667694004
80,3.704471252527212
81,3.7790036226962416
82,3.4021899439862118
83,3.5067941486977383
84,3.7170143971276244
85,2.9206450193359093
86,2.280360662035072
87,3.650132666927136
88,2.5992655128298536
89,2.004890175316501
90,2.218496174702365
91,2.2762891835611687
92,1.5521591966235715
93,3.64558616921966
94,2.1688200018313113
95,1.6547695746427211
96,3.4086295051612523
97,3.6124929141970683
98,3.7678780007553305
99,1.3830395998566054
100,3.6724725073879503
101,1.33483513065915
102,2.3202738747582297
103,3.8060405429709006
104,3.7587273654548055
105,3.542408437641904
106,3.6235548072230235
107,3.832764610882607
108,1.9756503626198723
109,3.4271621565982704
110,2.4738444200008733
111,3.4259576938391025
112,3.3400125910022678
113,3.665547118359336
114,3.3660446449245334
115,3.4849242399454208
116,2.257214610149234
117,3.6723934017911697
118,3.7185068710115488
119,3.708904160553882
120,2.1267846895525633
121,3.8362641982928696
122,3.646468636915516
123,-0.002001180429849522
124,3.3967502245813797
125,3.609595262500012
126,3.559413481391373
127,2.833695026974839
128,3.490154556248488
129,0.6691943564946935
130,2.8333715540298003
131,3.5002778443302676
132,2.162479581083218
133,3.5237808856961763
134,3.1832412282370783
135,3.6977915022794794
136,3.5861697819824765
137,3.6206497680873126
138,3.653887518506866
139,3.8158602036400326
140,3.7848541481492575
141,3.238831521667742
142,3.62884861248433
143,2.7671400434158064
144,3.6767903993655953
145,3.455488390604942
146,2.7438049512183835
147,3.4297561594104593
148,3.2962479161283786
149,3.4652145027465973
150,3.6175312453371857
151,3.3914784290698075
152,2.0834275978725603
153,3.6824387235616602
154,1.8467898235027334
155,3.629494879691118
156,3.71603284551444
157,2.978478221593984
158,3.693590938507055
159,2.8069156212785242
160,3.808367065167381
161,2.4057652635061046
162,2.6108096814225275
163,0.714479983428233
164,3.1032174930455763
165,3.7747874414347504
166,2.85449598018008
167,3.159222614014161
168,3.7248304317993854
169,2.027436140175401
170,3.182151226998101
171,3.567510542100343
172,3.052982441545015
173,3.750529692414386
174,3.670271016337019
175,3.267191451249319
176,3.441369135784365
177,-0.0011263129089474932
178,3.6016783599886253
179,3.4674035834455688
180,3.5739144751214393
181,2.474337577144595
182,3.7873255988653622
183,3.6999906157423825
184,3.311047920367865
185,3.4643243735333953
186,3.7096335186464637
187,3.5616592320649345
188,3.7138170885019437
189,3.3775918496182853
190,2.7049855024007683
191,3.514004848334917
192,3.7850889239512164
193,3.7215456371905633
194,3.62800100904652
195,2.44783329220634
196,3.466884781603824
197,2.932012189114664
198,2.17880037045458
199,3.552901132828787
