id,value
id_0,27.24633430999074
id_1,61.861548708720974
id_2,19.9201778773718
id_3,29.74921415437195
id_4,10.37643466332913
id_5,38.42387195154778
id_6,39.70424551331695
id_7,16.84819921604173
id_8,49.44666776821785
id_9,34.01321292672284
id_10,40.06531473458965
id_11,58.69861839514428
id_12,36.84934205529257
id_13,44.525759765634895
id_14,25.128293672222256
id_15,13.482833064426915
id_16,51.59975599049946
id_17,24.60118917054441
id_18,20.92882700429151
id_19,21.374576105727808
id_20,15.84507087936119
id_21,30.80334016474524
id_22,37.94234629338267
id_23,11.060694259276563
id_24,58.848608862507426
id_25,44.97004559886597
id_26,29.375361025277147
id_27,9.522510735972476
id_28,29.356573287661963
id_29,37.400050226643756
id_30,20.201775279412615
id_31,12.665951725423373
id_32,16.877615168155334
id_33,8.545220884266902
id_34,18.79694934251014
id_35,37.66836130761044
id_36,18.56212744813768
id_37,27.832002579172055
id_38,6.959895202680626
id_39,60.45309703288121
id_40,48.089849471121866
id_41,15.913180728646063
id_42,49.60939551241879
id_43,18.85650182468497
id_44,44.58456008050436
id_45,51.235231077147276
id_46,61.10368994425822
id_47,40.409757837829325
id_48,51.80337377343179
id_49,42.94336334173094
id_50,30.2407030389994
id_51,26.175707174197406
id_52,39.53883430340742
id_53,25.689366405079205
id_54,37.82039891880047
id_55,39.968408302357986
id_56,25.002360969097854
id_57,22.953674026070445
id_58,36.278610875791735
id_59,30.42481447228017
id_60,17.6588460010803
id_61,20.952286844679634
id_62,32.58284831013005
id_63,56.05936497961956
id_64,50.45341752451817
id_65,26.80225612935081
id_66,42.323313036122926
id_67,53.87834706092793
id_68,28.01255097233365
id_69,39.9688687850575
id_70,64.75463478909231
id_71,53.30830601977679
id_72,45.1618083081911
id_73,11.701103156459604
id_74,13.315401443078366
id_75,37.390763198437824
id_76,60.76666174456081
id_77,3.384514617310027
id_78,44.27207263617619
id_79,42.05114812210768
id_80,9.353976160408596
id_81,23.85996206123051
id_82,7.119171555560984
id_83,33.07504773160953
id_84,12.261697049885282
id_85,5.498538959330792
id_86,16.985556399366356
id_87,11.897663751917705
id_88,13.873812199364075
id_89,30.830356682916843
id_90,31.012644548190885
id_91,11.605374043147208
id_92,14.829089091346775
id_93,7.288845569962778
id_94,37.298497026264656
id_95,15.900978252328859
id_96,16.259569175430794
id_97,9.294694089085668
id_98,11.831430936398187
id_99,4.450595182955095
id_100,13.472457107601546
id_101,17.900889720338657
id_102,12.07267376748434
id_103,5.855028165280515
id_104,14.473970066187848
id_105,37.62698909703863
id_106,28.199869628406326
id_107,7.094928159202553
id_108,16.346713033375792
id_109,16.16448621551042
id_110,15.235620981089776
id_111,19.359699578633748
id_112,13.670203312652534
id_113,29.60704160024939
id_114,22.079853370525065
id_115,15.598676448289915
id_116,7.834983564955456
id_117,46.40983698581626
id_118,30.486036411204175
id_119,1.797203245046973
id_120,2.2142316008500136
id_121,10.930125758941998
id_122,16.307695915326395
id_123,16.166105736767065
id_124,7.483949682234078
id_125,27.412087420450895
id_126,21.305798909562007
id_127,13.875183174836181
id_128,20.873678973804914
id_129,18.727823473709496
id_130,4.285336760795351
id_131,36.472783265693224
id_132,13.648845138871346
id_133,25.307665061034697
id_134,23.905443972663818
id_135,22.10278737833864
id_136,9.977723890786873
id_137,20.03751549605919
id_138,78.81067503844221
id_139,63.295668752433016
id_140,28.11160168409642
id_141,18.17296197631011
id_142,25.244154278718042
id_143,8.814013448236281
id_144,9.752052024905815
id_145,10.754512055314217
id_146,22.410031583736323
id_147,7.819666145479406
id_148,14.463676544264898
id_149,17.168458193654857
id_150,53.422328463226584
id_151,23.378045194027816
id_152,24.732684398402487
id_153,16.758195666041104
id_154,13.938641027065701
id_155,27.459185389950434
id_156,23.57560563655267
id_157,34.89809468991622
id_158,4.169630373618372
id_159,22.222688925594568
id_160,46.31386129948852
id_161,19.559657812242435
id_162,58.30591039542744
id_163,19.763299278663993
id_164,37.94510678046713
id_165,25.13134832808572
id_166,22.563307801956803
id_167,1.8008495288482425
id_168,66.58887803322573
id_169,17.76361089918868
id_170,18.140360120533302
id_171,69.83534066805792
id_172,21.99984339257458
id_173,2.7891530139865246
id_174,22.23795826408167
id_175,3.738844793499515
id_176,6.445761691917928
id_177,19.82498739478953
id_178,20.207294297391105
id_179,21.602340181207232
id_180,43.67670129436377
id_181,26.965924474224714
id_182,27.856769912644396
id_183,12.405775726754763
id_184,8.969063854610434
id_185,42.02543925495499
id_186,37.90345536919966
id_187,34.12679293462272
id_188,17.45548097109283
id_189,21.720029016487647
id_190,16.395478102315455
id_191,16.343283986414857
id_192,33.57488702039793
id_193,77.9029917306405
id_194,27.85848338149888
id_195,11.80638701520237
id_196,61.284576907750676
id_197,15.305946516308664
id_198,19.739544032032416
id_199,24.317170518442698
id_200,127.06616872890872
id_201,27.617341078515434
id_202,58.35948972695563
id_203,6.147291645520099
id_204,64.03793334298743
id_205,37.94341033480696
id_206,18.209997178004894
id_207,13.850712804112286
id_208,64.79619040825219
id_209,14.566790296192138
id_210,28.538193378221834
id_211,72.29346281250173
id_212,20.04450244564616
id_213,117.12888389472748
id_214,41.12603793075804
id_215,84.70675853975037
id_216,96.14526092917718
id_217,72.30677690034433
id_218,29.42844897980231
id_219,17.428064510052646
id_220,32.01987521241162
id_221,55.4680568331722
id_222,29.89683785227523
id_223,39.565996209914424
id_224,44.20120903417965
id_225,9.776636170387484
id_226,2.533178020527694
id_227,70.39814559956662
id_228,29.781467212005523
id_229,1.8932046777764775
id_230,41.18935314346613
id_231,15.792583861993206
id_232,22.565866892300473
id_233,9.374407508536825
id_234,10.859711634508619
id_235,22.33624868153109
id_236,12.822250301794568
id_237,0.11069821158328574
id_238,20.568654677892162
id_239,1.0780027510491008
