id,label
0,4
1,1
2,0
3,0
4,3
5,3
6,2
7,4
8,2
9,5
10,3
11,0
12,4
13,2
14,6
15,5
16,5
17,2
18,5
19,3
20,6
21,5
22,6
23,6
24,0
25,0
26,4
27,4
28,0
29,5
30,3
31,6
32,3
33,6
34,0
35,2
36,6
37,2
38,4
39,3
40,0
41,4
42,0
43,5
44,3
45,0
46,5
47,3
48,5
49,6
50,6
51,3
52,5
53,6
54,4
55,3
56,2
57,2
58,5
59,3
60,6
61,3
62,4
63,3
64,5
65,3
66,5
67,3
68,5
69,6
70,6
71,5
72,6
73,3
74,2
75,6
76,5
77,6
78,6
79,4
80,4
81,0
82,0
83,6
84,5
85,2
86,3
87,3
88,5
89,3
90,6
91,3
92,3
93,6
94,0
95,0
96,2
97,3
98,3
99,0
100,3
101,6
102,0
103,3
104,0
105,5
106,6
107,6
108,6
109,3
110,3
111,0
112,5
113,4
114,3
115,3
116,3
117,3
118,2
119,6
120,5
121,6
122,6
123,2
124,4
125,3
126,3
127,4
128,5
129,5
130,2
131,6
132,2
133,6
134,5
135,5
136,5
137,6
138,6
139,6
140,0
141,3
142,0
143,4
144,2
145,6
146,3
147,4
148,3
149,2
150,4
151,2
152,5
153,3
154,5
155,5
156,4
157,5
158,0
159,3
160,4
161,3
162,3
163,4
164,6
165,6
166,4
167,0
168,5
169,3
170,6
171,3
172,5
173,6
174,0
175,2
176,4
177,2
178,4
179,5
180,6
181,3
182,5
183,3
184,3
185,4
186,4
187,3
188,3
189,3
190,4
191,0
192,5
193,5
194,3
195,4
196,5
197,6
198,0
199,4
200,6
201,3
202,2
203,3
204,3
205,5
206,4
207,4
208,2
209,0
210,6
211,1
212,0
213,6
214,6
215,5
216,5
217,4
218,4
219,3
220,3
221,4
222,5
223,6
224,0
225,3
226,5
227,4
228,0
229,3
230,3
231,6
232,5
233,6
234,3
235,4
236,3
237,6
238,0
239,6
240,3
241,6
242,6
243,0
244,1
245,3
246,3
247,3
248,1
249,4
250,3
251,2
252,6
253,2
254,3
255,6
256,5
257,4
258,2
259,6
260,4
261,0
262,0
263,3
264,2
265,6
266,2
267,3
268,3
269,4
270,6
271,4
272,5
273,3
274,5
275,3
276,2
277,5
278,1
279,6
280,3
281,5
282,6
283,4
284,2
285,4
286,6
287,6
288,4
289,6
290,6
291,3
292,6
293,4
294,3
295,4
296,2
297,4
298,6
299,3
300,6
301,4
302,2
303,3
304,0
305,3
306,5
307,3
308,3
309,3
310,3
311,3
312,4
313,6
314,1
315,4
316,4
317,2
318,2
319,3
320,4
321,4
322,0
323,6
324,4
325,6
326,0
327,3
328,3
329,5
330,3
331,6
332,0
333,3
334,5
335,3
336,0
337,6
338,0
339,3
340,0
341,5
342,6
343,0
344,0
345,4
346,3
347,5
348,4
349,6
350,3
351,0
352,6
353,3
354,4
355,4
356,3
357,4
358,3
359,0
360,2
361,5
362,3
363,6
364,5
365,3
366,3
367,3
368,2
369,2
370,6
371,6
372,4
373,0
374,4
375,2
376,1
377,5
378,4
379,4
380,6
381,2
382,3
383,4
384,0
385,6
386,3
387,5
388,0
389,6
390,2
391,3
392,3
393,2
394,0
395,5
396,2
397,2
398,4
399,0
400,0
401,5
402,3
403,6
404,2
405,6
406,5
407,5
408,5
409,5
410,0
411,5
412,0
413,3
414,3
415,6
416,6
417,5
418,5
419,4
420,6
421,3
422,6
423,6
424,2
425,0
426,0
427,3
428,3
429,4
430,2
431,6
432,2
433,6
434,6
435,0
436,6
437,2
438,3
439,0
440,0
441,0
442,6
443,2
444,5
445,4
446,0
447,3
448,0
449,1
450,0
451,3
452,6
453,6
454,4
455,5
456,2
457,4
458,0
459,6
460,5
461,5
462,0
463,3
464,6
465,4
466,4
467,3
468,3
469,2
470,3
471,5
472,2
473,6
474,6
475,1
476,3
477,6
478,6
479,4
480,4
481,0
482,6
483,4
484,0
485,4
486,6
487,5
488,3
489,6
490,5
491,4
492,3
493,0
494,4
495,4
496,5
497,2
498,0
499,5
500,6
501,2
502,3
503,5
504,2
505,3
506,3
507,6
508,4
509,4
510,2
511,3
512,0
513,4
514,4
515,3
516,5
517,4
518,0
519,4
520,0
521,6
522,0
523,6
524,3
525,3
526,3
527,6
528,4
529,0
530,0
531,3
532,5
533,5
